t_wallclock,label
1786623027.483831,4
1786623027.517033,4
1786623027.709832,4
1786623027.774101,4
1786623028.368207,4
1786623028.392500,4
1786623028.416457,4
1786623028.440360,4
1786623028.463702,4
1786623028.487973,4
1786623028.511427,4
1786623028.535099,4
1786623028.604404,4
1786623028.717659,4
1786623028.802867,4
1786623029.356013,4
1786623029.379698,4
1786623029.403584,4
1786623029.427326,4
1786623029.450588,4
1786623029.473925,4
1786623029.497063,4
1786623029.520548,4
1786623029.543980,4
1786623029.610977,4
1786623029.682656,4
1786623029.800982,4
1786623030.375923,4
1786623030.399368,4
1786623030.422276,4
1786623030.446115,4
1786623030.469791,4
1786623030.493189,4
1786623030.517144,4
1786623030.540714,4
1786623030.564242,4
1786623030.587773,4
1786623030.647785,4
1786623030.723181,4
1786623030.765135,4
1786623030.831704,4
1786623030.866511,4
1786623031.387305,1
1786623031.410869,1
1786623031.433673,1
1786623031.456915,1
1786623031.480527,1
1786623031.503892,1
1786623031.527661,1
1786623031.551057,1
1786623031.574827,1
1786623031.606950,1
1786623031.662751,1
1786623031.705769,1
1786623031.770805,1
1786623031.880148,1
1786623032.411453,1
1786623032.434675,1
1786623032.458070,1
1786623032.481214,1
1786623032.504626,1
1786623032.527739,1
1786623032.550807,1
1786623032.573700,1
1786623032.666289,1
1786623032.745327,1
1786623032.820094,1
1786623032.855938,1
1786623032.896580,1
1786623033.491031,3
1786623033.514872,3
1786623033.539047,3
1786623033.562705,3
1786623033.586000,3
1786623033.609689,3
1786623033.633138,3
1786623033.657161,3
1786623033.713830,3
1786623033.804030,3
1786623033.871802,3
1786623033.924874,3
1786623033.986037,3
1786623034.556532,4
1786623034.579759,4
1786623034.603643,4
1786623034.627128,4
1786623034.650430,4
1786623034.673908,4
1786623034.697860,4
1786623034.720597,4
1786623034.752765,4
1786623034.818490,4
1786623034.895403,4
1786623034.985532,4
1786623035.042333,4
1786623035.612361,4
1786623035.636127,4
1786623035.660084,4
1786623035.683407,4
1786623035.706766,4
1786623035.730833,4
1786623035.754921,4
1786623035.822812,4
1786623035.918272,4
1786623035.961982,4
1786623036.049869,4
1786623036.605732,4
1786623036.629323,4
1786623036.652821,4
1786623036.676556,4
1786623036.700114,4
1786623036.723719,4
1786623036.747422,4
1786623036.771120,4
1786623036.842498,4
1786623036.931710,4
1786623037.092575,4
1786623037.638043,4
1786623037.661290,4
1786623037.684498,4
1786623037.707931,4
1786623037.731591,4
1786623037.755319,4
1786623037.778510,4
1786623037.833912,4
1786623037.932888,4
1786623037.985618,4
1786623038.054364,4
1786623038.134762,4
1786623038.751844,4
1786623038.775251,4
1786623038.798666,4
1786623038.821754,4
1786623038.845104,4
1786623038.868380,4
1786623038.892276,4
1786623038.918416,4
1786623039.026026,4
1786623039.080450,4
1786623039.189218,4
1786623039.762024,4
1786623039.785735,4
1786623039.809272,4
1786623039.832549,4
1786623039.855968,4
1786623039.879683,4
1786623039.903399,4
1786623039.926888,4
1786623040.012187,4
1786623040.075246,4
1786623040.183601,4
1786623040.752868,4
1786623040.776557,4
1786623040.800006,4
1786623040.823326,4
1786623040.846702,4
1786623040.870416,4
1786623040.893950,4
1786623040.945873,4
1786623041.044814,4
1786623041.150422,4
1786623041.207654,4
1786623041.767716,1
1786623041.791120,1
1786623041.814957,1
1786623041.838539,1
1786623041.861793,1
1786623041.885110,1
1786623041.908294,1
1786623041.962650,1
1786623042.010025,1
1786623042.102307,1
1786623042.144482,1
1786623042.209509,1
1786623042.248789,1
1786623042.798748,4
1786623042.822081,4
1786623042.845348,4
1786623042.868094,4
1786623042.891372,4
1786623042.914737,4
1786623042.937798,4
1786623042.968378,4
1786623043.043933,4
1786623043.120394,4
1786623043.206669,4
1786623043.787608,1
1786623043.811342,1
1786623043.834760,1
1786623043.858315,1
1786623043.881711,1
1786623043.905778,1
1786623043.931553,1
1786623044.055179,1
1786623044.136543,1
1786623044.196994,1
1786623044.849122,1
1786623044.872652,1
1786623044.895583,1
1786623044.919458,1
1786623044.943156,1
1786623044.966422,1
1786623044.989524,1
1786623045.012926,1
1786623045.090525,1
1786623045.208295,1
1786623045.289279,1
1786623045.917590,1
1786623045.941342,1
1786623045.964966,1
1786623045.987734,1
1786623046.011702,1
1786623046.035182,1
1786623046.058820,1
1786623046.082128,1
1786623046.152874,1
1786623046.201227,1
1786623046.258769,1
1786623046.335642,1
1786623046.994517,1
1786623047.018016,1
1786623047.041206,1
1786623047.065273,1
1786623047.088788,1
1786623047.112468,1
1786623047.136229,1
1786623047.166126,1
1786623047.243396,1
1786623047.340266,1
1786623047.426551,1
1786623048.015776,1
1786623048.039051,1
1786623048.062223,1
1786623048.085375,1
1786623048.108790,1
1786623048.131913,1
1786623048.155288,1
1786623048.232006,1
1786623048.295546,1
1786623048.347956,1
1786623048.442104,1
1786623048.995046,1
1786623049.018343,1
1786623049.041574,1
1786623049.064727,1
1786623049.088026,1
1786623049.111562,1
1786623049.135698,1
1786623049.159387,1
1786623049.265985,1
1786623049.395555,1
1786623049.458382,1
1786623050.027806,1
1786623050.050863,1
1786623050.074251,1
1786623050.097698,1
1786623050.121923,1
1786623050.144988,1
1786623050.168521,1
1786623050.203147,1
1786623050.285226,1
1786623050.355313,1
1786623050.425770,1
1786623050.521852,1
1786623051.073918,4
1786623051.097590,4
1786623051.120847,4
1786623051.144519,4
1786623051.168284,4
1786623051.192104,4
1786623051.216027,4
1786623051.239813,4
1786623051.263362,4
1786623051.398541,4
1786623051.444764,4
1786623051.504830,4
1786623051.564922,4
1786623052.110230,3
1786623052.133903,3
1786623052.157603,3
1786623052.181598,3
1786623052.205565,3
1786623052.229203,3
1786623052.253182,3
1786623052.276680,3
1786623052.312845,3
1786623052.388952,3
1786623052.475316,3
1786623052.547474,3
1786623053.111581,3
1786623053.135652,3
1786623053.159119,3
1786623053.182756,3
1786623053.206199,3
1786623053.229942,3
1786623053.254062,3
1786623053.281253,3
1786623053.325899,3
1786623053.392688,3
1786623053.459318,3
1786623053.528210,3
1786623053.599220,3
1786623054.151773,3
1786623054.174453,3
1786623054.198022,3
1786623054.221596,3
1786623054.244927,3
1786623054.268414,3
1786623054.290546,3
1786623054.313810,3
1786623054.336691,3
1786623054.412488,3
1786623054.486952,3
1786623054.637332,3
1786623055.187478,3
1786623055.211095,3
1786623055.234282,3
1786623055.257578,3
1786623055.280794,3
1786623055.304159,3
1786623055.329911,3
1786623055.416763,3
1786623055.671027,3
1786623056.212637,3
1786623056.236589,3
1786623056.260025,3
1786623056.283204,3
1786623056.307025,3
1786623056.330380,3
1786623056.353983,3
1786623056.377891,3
1786623056.401630,3
1786623056.463262,3
1786623056.508744,3
1786623056.544714,3
1786623056.619641,3
1786623056.650723,3
1786623057.225596,3
1786623057.249240,3
1786623057.272560,3
1786623057.296158,3
1786623057.319722,3
1786623057.343308,3
1786623057.367101,3
1786623057.391010,3
1786623057.436801,3
1786623057.506252,3
1786623057.567456,3
1786623057.697551,3
1786623057.788060,0
1786623057.903777,0
1786623058.490239,0
1786623058.512712,0
1786623058.530860,0
1786623058.549986,0
1786623058.568419,0
1786623058.587361,0
1786623058.605252,0
1786623058.656033,0
1786623058.831702,0
1786623058.902382,0
1786623058.952097,0
1786623059.015464,0
1786623059.175449,0
1786623059.216307,0
1786623059.263629,0
1786623059.327677,0
1786623059.416090,0
1786623059.483958,0
1786623059.560108,0
1786623059.619308,0
1786623059.677199,0
1786623059.756060,0
1786623059.806805,0
1786623059.881652,0
1786623059.977862,0
1786623060.074810,0
1786623060.164017,0
1786623060.220437,0
1786623060.295642,0
1786623060.349170,0
1786623060.441939,0
1786623060.505876,0
1786623060.587819,0
1786623060.675134,0
1786623060.754645,0
1786623060.869702,0
1786623060.944585,0
1786623061.050537,0
1786623061.109035,0
1786623061.167822,0
1786623061.221524,0
1786623061.259905,0
1786623061.334188,0
1786623061.433095,0
1786623061.510882,0
1786623061.595784,0
1786623061.669334,0
1786623061.751032,0
1786623061.803783,0
1786623061.893509,0
1786623061.983439,0
1786623062.070975,0
1786623062.128448,0
1786623062.189007,0
1786623062.292436,0
1786623062.363305,0
1786623062.439644,0
1786623062.511892,0
1786623062.573577,0
1786623062.636171,0
1786623062.699721,0
1786623062.746049,0
1786623062.811019,0
1786623062.881256,0
1786623062.973084,0
1786623063.066960,0
1786623063.117576,0
1786623063.186375,0
1786623063.266066,0
1786623063.368262,0
1786623063.470351,0
1786623063.525471,0
1786623063.575409,0
1786623063.653425,0
1786623063.719848,0
1786623063.791700,0
1786623063.840289,0
1786623063.920461,0
1786623063.975659,0
1786623064.029059,0
1786623064.083307,0
1786623064.161518,0
1786623064.228751,0
1786623064.288824,0
1786623064.345549,0
1786623064.434857,0
1786623064.473151,0
1786623064.540361,0
1786623064.590107,0
1786623064.665269,0
1786623064.719443,0
1786623064.785430,0
1786623064.868119,0
1786623064.962877,0
1786623065.027437,0
1786623065.092036,0
1786623065.166427,0
1786623065.303629,0
1786623065.347390,0
1786623065.407897,0
1786623065.469659,0
1786623065.531437,0
1786623065.620021,0
1786623065.723635,0
1786623065.788085,0
1786623065.885507,0
1786623065.968206,0
1786623066.024654,0
1786623066.085088,0
1786623066.125035,0
1786623066.198287,0
1786623066.255339,0
1786623066.322087,0
1786623066.383814,0
1786623066.443338,0
1786623066.504570,0
1786623066.591606,0
1786623066.661699,0
1786623066.761157,0
1786623066.818408,0
1786623066.874572,0
1786623066.937690,0
1786623066.992882,0
1786623067.060284,0
1786623067.106185,0
1786623067.171054,0
1786623067.269250,0
1786623067.363076,0
1786623067.432548,0
1786623067.512296,0
1786623067.605071,0
1786623067.700967,0
1786623067.793579,0
1786623067.844928,0
1786623067.910171,0
1786623067.972977,0
1786623068.030139,0
1786623068.077872,0
1786623068.170594,0
1786623068.308769,0
1786623068.370578,0
1786623068.430161,0
1786623068.529601,0
1786623068.617707,0
1786623068.654007,0
1786623068.720266,0
1786623068.775578,0
1786623068.856808,0
1786623068.922102,0
1786623068.975308,0
1786623069.048350,0
1786623069.149861,0
1786623069.190631,0
1786623069.279134,0
1786623069.346862,0
1786623069.409270,0
1786623069.474495,0
1786623069.558293,0
1786623069.610526,0
1786623069.655565,0
1786623069.696285,0
1786623069.761399,0
1786623069.800944,0
1786623069.882906,0
1786623069.946406,0
1786623070.002714,0
1786623070.079875,0
1786623070.120000,0
1786623070.202142,0
1786623070.256067,0
1786623070.321178,0
1786623070.414809,0
1786623070.496894,0
1786623070.562208,0
1786623070.632260,0
1786623070.731916,0
1786623070.788721,0
1786623070.860905,0
1786623070.910875,0
1786623070.992178,0
1786623071.054408,0
1786623071.143464,0
1786623071.230944,0
1786623071.278289,0
1786623071.383331,0
1786623071.482911,0
1786623071.560558,0
1786623071.607282,0
1786623071.681961,0
1786623071.763768,0
1786623071.808862,0
1786623071.865442,0
1786623071.929169,0
1786623072.007998,0
1786623072.065735,0
1786623072.155128,0
1786623072.241331,0
1786623072.331963,0
1786623072.396414,0
1786623072.456327,0
1786623072.520446,0
1786623072.585648,0
1786623072.648114,0
1786623072.710065,0
1786623072.783719,0
1786623072.864700,0
1786623072.952385,0
1786623073.043105,0
1786623073.224811,0
1786623073.304243,0
1786623073.369307,0
1786623073.417060,0
1786623073.493489,0
1786623073.597315,0
1786623073.734999,0
1786623073.803790,0
1786623073.880541,0
1786623074.005394,0
1786623074.030853,0
1786623074.163759,0
1786623074.234247,0
1786623074.301489,0
1786623074.421724,0
1786623074.562430,0
1786623074.621631,0
1786623074.663366,0
1786623074.744612,0
1786623074.784004,0
1786623074.845186,0
1786623074.943863,0
1786623075.055197,0
1786623075.103754,0
1786623075.136802,0
1786623075.182406,0
1786623075.316765,0
1786623075.356311,0
1786623075.415734,0
1786623075.538629,0
1786623075.569703,0
1786623075.646767,0
1786623075.700440,0
1786623075.747765,0
1786623075.810702,0
1786623075.898126,0
1786623076.424241,0
1786623076.447884,0
1786623076.471240,0
1786623076.494981,0
1786623076.519192,0
1786623076.543450,0
1786623076.568083,0
1786623076.592059,3
1786623076.616034,3
1786623076.681980,3
1786623076.733087,3
1786623076.841818,3
1786623076.906363,3
1786623077.535706,4
1786623077.559287,4
1786623077.582675,4
1786623077.605950,4
1786623077.629570,4
1786623077.652760,4
1786623077.676328,4
1786623077.700342,4
1786623077.724243,4
1786623077.781229,4
1786623077.851576,4
1786623077.938547,4
1786623078.009213,4
1786623078.553009,1
1786623078.576596,2
1786623078.600249,2
1786623078.623704,2
1786623078.647355,2
1786623078.671164,2
1786623078.693556,2
1786623078.717395,2
1786623078.751830,2
1786623078.884075,1
1786623079.568658,1
1786623079.595995,1
1786623079.619264,1
1786623079.642889,1
1786623079.666006,1
1786623079.689616,1
1786623079.713120,1
1786623079.736601,1
1786623079.760086,1
1786623079.878732,1
1786623079.967416,1
1786623080.605813,1
1786623080.629387,1
1786623080.652921,1
1786623080.676197,1
1786623080.698835,1
1786623080.722993,1
1786623080.801513,1
1786623081.005919,1
1786623081.632748,1
1786623081.656597,1
1786623081.680075,1
1786623081.703805,1
1786623081.748717,1
1786623081.885156,1
1786623081.973796,1
1786623082.066524,1
1786623082.126329,1
1786623082.731166,1
1786623082.754607,2
1786623082.777445,2
1786623082.801092,2
1786623082.824220,2
1786623082.847649,2
1786623082.916149,2
1786623083.032481,2
1786623083.108230,2
1786623083.212204,2
1786623083.867268,4
1786623083.890762,4
1786623083.913957,4
1786623083.937288,4
1786623083.960612,4
1786623083.984468,4
1786623084.051738,4
1786623084.135986,4
1786623084.231940,4
1786623084.381279,0
1786623085.004131,0
1786623085.026691,0
1786623085.050543,0
1786623085.074481,0
1786623085.098277,0
1786623085.122061,0
1786623085.145457,0
1786623085.193060,3
1786623085.274179,3
1786623085.374941,3
1786623085.455438,3
1786623086.108308,2
1786623086.130311,0
1786623086.147986,0
1786623086.165757,0
1786623086.184147,0
1786623086.202598,0
1786623086.220644,0
1786623086.239045,0
1786623086.292504,0
1786623086.361706,0
1786623086.437421,0
1786623086.525815,0
1786623086.587208,0
1786623087.130441,0
1786623087.153929,0
1786623087.177388,0
1786623087.201171,0
1786623087.225268,0
1786623087.248857,2
1786623087.272403,2
1786623087.296455,2
1786623087.320608,2
1786623087.374323,2
1786623087.502663,2
1786623087.598888,0
1786623088.196400,0
1786623088.220575,0
1786623088.244941,0
1786623088.268878,0
1786623088.292834,0
1786623088.316920,0
1786623088.340366,0
1786623088.396533,3
1786623088.483318,0
1786623088.557166,0
1786623088.631074,0
1786623088.679383,0
1786623088.759190,0
1786623088.871843,0
1786623088.962047,0
1786623089.504330,0
1786623089.528946,0
1786623089.552385,0
1786623089.576120,0
1786623089.599504,0
1786623089.623096,0
1786623089.646813,0
1786623089.671319,3
1786623089.709254,3
1786623089.794519,3
1786623089.865930,3
1786623089.962608,3
1786623090.500947,2
1786623090.524692,2
1786623090.548205,2
1786623090.572397,2
1786623090.595446,1
1786623090.618750,1
1786623090.642611,2
1786623090.665976,2
1786623090.689416,2
1786623090.712776,2
1786623090.736097,2
1786623090.773844,1
1786623090.834847,1
1786623090.908902,1
1786623090.980325,1
1786623091.494103,3
1786623091.517733,3
1786623091.541141,3
1786623091.564683,3
1786623091.588566,3
1786623091.611919,3
1786623091.635598,3
1786623091.659681,3
1786623091.686958,3
1786623091.778586,3
1786623091.855086,3
1786623091.935336,3
1786623092.518330,4
1786623092.541699,4
1786623092.566291,4
1786623092.589964,4
1786623092.613755,4
1786623092.637960,4
1786623092.661932,4
1786623092.712266,4
1786623092.810039,4
1786623092.995529,4
1786623093.550575,4
1786623093.574310,4
1786623093.597839,4
1786623093.621245,4
1786623093.644375,4
1786623093.667881,4
1786623093.690967,4
1786623093.714326,4
1786623093.836295,4
1786623093.927591,4
1786623094.022762,4
1786623094.573068,4
1786623094.596725,4
1786623094.619916,4
1786623094.643936,4
1786623094.668490,4
1786623094.777749,4
1786623094.920180,4
1786623094.994133,4
1786623095.605405,4
1786623095.629005,4
1786623095.652977,4
1786623095.676260,4
1786623095.700358,4
1786623095.724481,4
1786623095.748030,4
1786623095.771867,4
1786623095.837651,4
1786623095.879998,4
1786623095.944376,4
1786623095.988855,4
1786623096.053541,4
1786623096.092509,4
1786623096.655546,4
1786623096.677773,0
1786623096.702823,0
1786623096.726117,0
1786623096.749730,0
1786623096.773038,0
1786623096.797063,0
1786623096.820307,0
1786623096.844063,0
1786623096.882559,4
1786623096.953526,4
1786623096.988338,4
1786623097.028670,4
1786623097.069221,4
1786623097.134007,4
1786623097.683643,1
1786623097.706675,1
1786623097.729715,1
1786623097.753239,1
1786623097.776636,1
1786623097.799912,1
1786623097.823535,1
1786623097.846652,1
1786623097.870349,1
1786623097.893029,1
1786623097.995573,1
1786623098.042529,1
1786623098.086528,1
1786623098.681287,1
1786623098.704742,1
1786623098.728573,1
1786623098.751678,1
1786623098.774661,1
1786623098.797817,1
1786623098.820962,1
1786623098.844538,1
1786623098.867917,1
1786623098.921479,1
1786623098.998076,1
1786623099.072982,1
1786623099.119920,1
1786623099.674520,3
1786623099.697823,3
1786623099.721784,3
1786623099.745083,3
1786623099.768918,3
1786623099.792142,3
1786623099.815747,3
1786623099.839683,3
1786623099.892406,3
1786623100.006417,3
1786623100.067580,3
1786623100.147343,3
1786623100.687337,3
1786623100.710601,3
1786623100.733909,3
1786623100.757142,3
1786623100.780911,3
1786623100.803977,3
1786623100.827483,3
1786623100.851597,3
1786623100.877449,3
1786623100.954100,3
1786623101.055488,3
1786623101.143130,3
1786623101.697548,3
1786623101.720591,3
1786623101.743915,3
1786623101.766989,3
1786623101.790039,3
1786623101.813374,3
1786623101.836979,3
1786623101.859441,3
1786623101.905537,3
1786623102.001997,3
1786623102.084439,3
1786623102.705417,3
1786623102.728805,3
1786623102.751541,3
1786623102.774202,3
1786623102.797453,3
1786623102.821194,3
1786623102.844458,3
1786623102.867846,3
1786623102.940007,3
1786623103.023287,3
1786623103.148564,3
1786623103.706987,1
1786623103.730235,1
1786623103.753491,1
1786623103.776952,1
1786623103.800417,1
1786623103.824016,1
1786623103.847203,1
1786623103.870326,1
1786623103.936357,1
1786623104.057698,1
1786623104.742946,1
1786623104.766770,1
1786623104.790305,1
1786623104.814480,1
1786623104.837649,1
1786623104.861132,1
1786623104.884470,1
1786623104.907771,1
1786623104.931435,1
1786623105.031767,1
1786623105.196814,1
1786623105.823385,1
1786623105.847299,1
1786623105.870705,1
1786623105.894825,1
1786623105.918639,1
1786623105.945164,1
1786623105.969153,1
1786623105.993940,1
1786623106.045798,1
1786623106.144782,1
1786623106.232873,1
1786623106.306982,1
1786623106.859705,1
1786623106.883298,1
1786623106.906575,1
1786623106.929942,1
1786623106.953406,1
1786623106.976686,1
1786623107.000345,1
1786623107.023841,1
1786623107.085265,1
1786623107.140028,1
1786623107.245701,1
1786623107.871257,1
1786623107.894743,1
1786623107.918132,1
1786623107.941420,1
1786623107.964525,1
1786623107.987588,1
1786623108.010987,1
1786623108.034554,1
1786623108.082638,1
1786623108.133938,1
1786623108.188706,1
1786623108.287027,1
1786623108.894004,1
1786623108.917023,1
1786623108.939846,1
1786623108.963151,1
1786623108.986381,1
1786623109.010003,1
1786623109.032585,1
1786623109.056210,1
1786623109.157595,1
1786623109.239271,1
1786623109.342423,1
1786623109.908429,3
1786623109.932538,3
1786623109.954891,3
1786623109.978018,3
1786623109.999868,0
1786623110.025716,0
1786623110.086777,0
1786623110.223244,0
1786623110.403563,0
1786623111.045972,0
1786623111.069271,0
1786623111.092310,0
1786623111.115606,1
1786623111.139279,1
1786623111.161027,0
1786623111.212429,0
1786623111.327032,0
1786623111.497662,0
1786623112.128043,0
1786623112.151376,0
1786623112.174619,0
1786623112.197459,0
1786623112.219554,0
1786623112.244836,0
1786623112.268379,0
1786623112.348637,0
1786623112.413994,0
1786623112.537023,0
1786623113.153769,0
1786623113.176634,0
1786623113.199709,2
1786623113.223335,2
1786623113.246922,2
1786623113.270663,2
1786623113.293902,2
1786623113.354062,1
1786623113.416888,1
1786623113.596667,1
1786623114.172498,1
1786623114.195691,1
1786623114.218774,1
1786623114.242091,1
1786623114.265867,1
1786623114.289233,1
1786623114.330695,1
1786623114.464577,1
1786623114.616345,1
1786623115.203753,1
1786623115.227034,1
1786623115.250808,1
1786623115.274505,1
1786623115.297779,1
1786623115.321039,1
1786623115.360982,1
1786623115.466945,1
1786623115.597588,1
1786623116.259584,1
1786623116.283446,1
1786623116.306919,1
1786623116.330065,1
1786623116.353693,1
1786623116.377008,1
1786623116.400046,1
1786623116.530868,1
1786623116.626789,1
1786623116.740276,1
1786623117.374870,4
1786623117.398252,4
1786623117.421115,4
1786623117.444252,4
1786623117.467440,4
1786623117.491029,4
1786623117.568273,4
1786623117.670825,4
1786623117.787702,4
1786623118.424120,1
1786623118.448136,1
1786623118.471112,1
1786623118.494449,1
1786623118.517594,1
1786623118.541229,1
1786623118.564163,1
1786623118.588844,1
1786623118.667027,1
1786623118.793114,1
1786623118.845796,1
1786623119.437837,1
1786623119.461098,1
1786623119.484540,1
1786623119.507643,1
1786623119.531203,1
1786623119.554417,1
1786623119.577583,1
1786623119.679365,1
1786623119.757844,1
1786623119.896068,1
1786623120.467545,1
1786623120.491229,1
1786623120.514385,1
1786623120.537837,1
1786623120.561099,1
1786623120.583604,1
1786623120.734493,1
1786623120.841121,1
1786623120.965483,1
1786623121.543254,4
1786623121.566361,4
1786623121.590159,4
1786623121.613801,4
1786623121.637062,4
1786623121.660616,4
1786623121.808129,4
1786623121.976307,4
1786623122.543470,4
1786623122.566708,4
1786623122.590728,4
1786623122.614074,4
1786623122.638108,4
1786623122.661662,4
1786623122.684920,4
1786623122.744913,4
1786623122.883728,4
1786623122.932977,4
1786623123.529052,4
1786623123.552970,4
1786623123.576053,4
1786623123.599529,4
1786623123.622656,4
1786623123.679742,4
1786623123.751236,4
1786623123.881314,4
1786623123.969859,4
1786623124.510341,4
1786623124.534061,4
1786623124.557712,4
1786623124.580977,4
1786623124.604632,4
1786623124.627564,4
1786623124.676367,4
1786623125.688426,4
1786623125.712011,4
1786623125.735189,4
1786623125.758917,4
1786623125.782313,4
1786623125.892622,4
1786623125.948039,4
1786623126.041695,4
1786623126.681263,4
1786623126.704561,4
1786623126.727660,4
1786623126.750738,4
1786623126.773776,4
1786623126.841795,4
1786623126.986621,4
1786623127.131858,4
1786623127.762531,4
1786623127.785746,4
1786623127.808596,4
1786623127.832456,4
1786623127.856223,4
1786623127.879495,4
1786623127.902692,4
1786623127.926063,4
1786623127.949608,4
1786623128.018409,4
1786623128.058331,4
1786623128.107180,4
1786623128.153904,4
1786623128.226605,4
1786623128.807141,3
1786623128.818409,1
1786623128.833847,1
1786623128.849388,1
1786623128.865098,1
1786623128.880846,1
1786623128.896456,1
1786623128.918812,1
1786623128.976750,1
1786623129.125902,1
1786623129.251683,1
1786623129.292278,1
1786623129.330163,1
1786623129.386135,1
1786623129.468404,1
1786623129.507038,1
1786623129.558804,1
1786623129.691457,1
1786623129.751191,1
1786623129.807028,1
1786623129.941999,1
1786623129.991732,1
1786623130.084474,1
1786623130.162688,1
1786623130.222572,1
1786623130.261612,1
1786623130.363535,1
1786623130.442687,1
1786623130.529626,1
1786623130.661987,1
1786623130.710825,1
1786623130.759877,1
1786623130.890126,1
1786623131.000894,1
1786623131.091481,1
1786623131.178763,1
1786623131.286465,1
1786623131.395032,1
1786623131.503411,1
1786623131.552338,1
1786623131.635276,1
1786623131.704927,1
1786623132.364762,3
1786623132.389185,3
1786623132.413645,3
1786623132.437444,3
1786623132.461408,3
1786623132.487392,3
1786623132.511856,3
1786623132.597598,3
1786623132.632148,3
1786623132.700646,3
1786623132.807729,3
1786623132.855507,3
1786623133.419019,1
1786623133.446504,1
1786623133.469573,1
1786623133.493049,1
1786623133.516760,1
1786623133.540069,1
1786623133.562925,1
1786623133.586590,1
1786623133.653106,1
1786623133.744076,1
1786623133.794338,1
1786623134.408000,1
1786623134.431822,1
1786623134.454981,1
1786623134.478449,1
1786623134.501658,1
1786623134.524971,1
1786623134.548207,1
1786623134.633635,1
1786623134.737427,1
1786623134.821607,1
1786623135.435219,1
1786623135.459439,1
1786623135.483209,1
1786623135.507027,1
1786623135.531561,1
1786623135.555344,1
1786623135.578889,1
1786623135.675584,1
1786623135.760365,1
1786623136.429541,1
1786623136.453915,1
1786623136.476669,1
1786623136.500929,1
1786623136.524935,1
1786623136.548933,1
1786623136.624838,1
1786623136.805962,1
1786623136.855227,1
1786623137.455508,1
1786623137.479180,1
1786623137.502261,1
1786623137.535836,1
1786623137.560314,1
1786623137.584672,1
1786623137.608236,1
1786623137.767018,1
1786623137.933352,1
1786623138.532347,1
1786623138.555289,1
1786623138.578384,1
1786623138.601786,1
1786623138.625020,1
1786623138.648287,1
1786623138.671894,1
1786623138.695656,1
1786623138.815480,1
1786623138.902934,1
1786623139.010664,1
1786623139.586201,4
1786623139.609699,4
1786623139.632693,4
1786623139.656049,4
1786623139.679484,4
1786623139.702647,4
1786623139.725874,4
1786623139.749728,4
1786623139.867554,4
1786623139.978408,4
1786623140.598534,4
1786623140.622076,4
1786623140.645032,4
1786623140.668518,4
1786623140.691272,4
1786623140.714975,4
1786623140.738195,4
1786623140.761596,4
1786623140.858680,4
1786623140.963793,4
1786623141.085361,4
1786623141.658112,4
1786623141.681692,4
1786623141.704759,4
1786623141.727906,4
1786623141.751789,4
1786623141.775492,4
1786623141.798986,4
1786623141.848926,4
1786623141.917086,4
1786623142.030489,4
1786623142.110422,4
1786623142.768136,4
1786623142.791773,4
1786623142.815164,4
1786623142.838522,4
1786623142.861984,4
1786623142.885096,4
1786623142.908840,4
1786623142.932397,4
1786623142.996159,4
1786623143.166042,4
1786623143.771388,4
1786623143.794930,4
1786623143.819187,4
1786623143.842745,4
1786623143.866100,4
1786623143.889775,4
1786623143.913056,4
1786623143.935988,4
1786623144.005953,4
1786623144.058843,4
1786623144.146969,4
1786623144.213183,4
1786623144.765263,4
1786623144.788804,4
1786623144.811831,4
1786623144.835290,4
1786623144.858672,4
1786623144.881785,4
1786623144.905015,4
1786623144.928605,4
1786623144.967942,4
1786623145.015188,4
1786623145.138420,4
1786623145.230022,4
1786623145.774161,4
1786623145.797547,4
1786623145.820947,4
1786623145.844352,4
1786623145.867917,4
1786623145.890656,4
1786623145.914062,4
1786623145.937343,4
1786623145.973265,4
1786623146.054826,4
1786623146.169667,4
1786623146.763390,4
1786623146.786479,4
1786623146.809446,4
1786623146.832220,4
1786623146.856127,4
1786623146.879338,4
1786623146.902774,4
1786623146.928005,4
1786623147.026731,4
1786623147.124204,4
1786623147.197042,4
1786623147.755890,4
1786623147.779613,4
1786623147.802786,4
1786623147.826583,4
1786623147.849953,4
1786623147.872819,4
1786623147.895938,4
1786623147.920203,4
1786623147.965329,4
1786623148.063062,4
1786623148.134106,4
1786623148.179638,4
1786623148.251628,4
1786623148.847743,3
1786623148.871280,3
1786623148.894781,3
1786623148.918315,3
1786623148.941957,3
1786623148.965602,3
1786623148.989351,3
1786623149.013078,3
1786623149.036331,3
1786623149.087979,3
1786623149.296488,3
1786623149.328958,3
1786623149.875801,3
1786623149.899741,3
1786623149.923078,3
1786623149.946222,3
1786623149.970074,3
1786623149.993554,3
1786623150.016803,3
1786623150.040312,3
1786623150.063695,3
1786623150.109879,3
1786623150.150661,3
1786623150.249244,3
1786623150.307330,3
1786623150.862570,3
1786623150.886386,3
1786623150.909508,3
1786623150.933206,3
1786623150.956476,3
1786623150.979576,3
1786623151.003207,3
1786623151.026106,3
1786623151.078382,3
1786623151.116591,3
1786623151.197066,3
1786623151.331288,3
1786623151.958821,3
1786623151.982162,3
1786623152.005244,3
1786623152.028213,3
1786623152.051765,3
1786623152.075440,3
1786623152.099385,3
1786623152.122930,3
1786623152.146645,3
1786623152.189510,3
1786623152.282987,3
1786623152.345618,3
1786623152.434335,3
