t_global,label,source
135.555,4,auto
135.578,4,auto
135.602,4,auto
135.625,4,auto
135.677,4,auto
135.776,4,auto
135.882,4,auto
135.939,4,auto
136.499,1,auto
136.523,1,auto
136.546,1,auto
136.570,1,auto
136.593,1,auto
136.617,1,auto
136.640,1,auto
136.694,1,auto
136.742,1,auto
136.834,1,auto
136.876,1,auto
136.941,1,auto
136.980,1,auto
137.530,4,auto
137.554,4,auto
137.577,4,auto
137.600,4,auto
137.623,4,auto
137.646,4,auto
137.669,4,auto
137.700,4,auto
137.775,4,auto
137.852,4,auto
137.938,4,auto
138.519,1,auto
138.543,1,auto
138.566,1,auto
138.590,1,auto
138.613,1,auto
138.637,1,auto
138.663,1,auto
138.787,1,auto
138.868,1,auto
138.928,1,auto
139.581,1,auto
139.604,1,auto
139.627,1,auto
139.651,1,auto
139.675,1,auto
139.698,1,auto
139.721,1,auto
139.744,1,auto
139.822,1,auto
139.940,1,auto
140.021,1,auto
140.649,1,auto
140.673,1,auto
140.696,1,auto
140.719,1,auto
140.743,1,auto
140.767,1,auto
140.790,1,auto
140.814,1,auto
140.884,1,auto
140.933,1,auto
140.990,1,auto
141.067,1,auto
141.726,1,auto
141.750,1,auto
141.773,1,auto
141.797,1,auto
141.820,1,auto
141.844,1,auto
141.868,1,auto
141.898,1,auto
141.975,1,auto
142.072,1,auto
142.158,1,auto
142.747,1,auto
142.771,1,auto
142.794,1,auto
142.817,1,auto
142.840,1,auto
142.863,1,auto
142.887,1,auto
142.964,1,auto
143.027,1,auto
143.079,1,auto
143.174,1,auto
143.727,1,auto
143.750,1,auto
143.773,1,auto
143.796,1,auto
143.820,1,auto
143.843,1,auto
143.867,1,auto
143.891,1,auto
143.997,1,auto
144.127,1,auto
144.190,1,auto
144.759,1,auto
144.782,1,auto
144.806,1,auto
144.829,1,auto
144.853,1,auto
144.876,1,auto
144.900,1,auto
144.935,1,auto
145.017,1,auto
145.087,1,auto
145.157,1,auto
145.253,1,auto
145.805,4,auto
145.829,4,auto
145.852,4,auto
145.876,4,auto
145.900,4,auto
145.924,4,auto
145.948,4,auto
145.971,4,auto
145.995,4,auto
146.130,4,auto
146.176,4,auto
146.236,4,auto
146.296,4,auto
146.842,3,auto
146.865,3,auto
146.889,3,auto
146.913,3,auto
146.937,3,auto
146.961,3,auto
146.985,3,auto
147.008,3,auto
147.044,3,auto
147.120,3,auto
147.207,3,auto
147.279,3,auto
147.843,3,auto
147.867,3,auto
147.891,3,auto
147.914,3,auto
147.938,3,auto
147.961,3,auto
147.986,3,auto
148.013,3,auto
148.057,3,auto
148.124,3,auto
148.191,3,auto
148.260,3,auto
148.331,3,auto
148.883,3,auto
148.906,3,auto
148.930,3,auto
148.953,3,auto
148.976,3,auto
149.000,3,auto
149.022,3,auto
149.045,3,auto
149.068,3,auto
149.144,3,auto
149.218,3,auto
149.369,3,auto
149.919,3,auto
149.943,3,auto
149.966,3,auto
149.989,3,auto
150.012,3,auto
150.036,3,auto
150.061,3,auto
150.148,3,auto
150.403,3,auto
150.944,3,auto
150.968,3,auto
150.992,3,auto
151.015,3,auto
151.039,3,auto
151.062,3,auto
151.085,3,auto
151.109,3,auto
151.133,3,auto
151.195,3,auto
151.240,3,auto
151.276,3,auto
151.351,3,auto
151.382,3,auto
151.957,3,auto
151.981,3,auto
152.004,3,auto
152.028,3,auto
152.051,3,auto
152.075,3,auto
152.099,3,auto
152.123,3,auto
152.168,3,auto
152.238,3,auto
152.299,3,auto
152.429,3,auto
152.520,0,auto
152.635,0,auto
153.222,0,auto
153.244,0,auto
153.262,0,auto
153.281,0,auto
153.300,0,auto
153.319,0,auto
153.337,0,auto
153.388,0,auto
153.563,0,auto
153.634,0,auto
153.684,0,auto
153.747,0,auto
153.907,0,auto
153.948,0,auto
153.995,0,auto
154.059,0,auto
154.148,0,auto
154.215,0,auto
154.292,0,auto
154.351,0,auto
154.409,0,auto
154.488,0,auto
154.538,0,auto
154.613,0,auto
154.709,0,auto
154.806,0,auto
154.896,0,auto
154.952,0,auto
155.027,0,auto
155.081,0,auto
155.173,0,auto
155.237,0,auto
155.319,0,auto
155.407,0,auto
155.486,0,auto
155.601,0,auto
155.676,0,auto
155.782,0,auto
155.841,0,auto
155.899,0,auto
155.953,0,auto
155.991,0,auto
156.066,0,auto
156.165,0,auto
156.242,0,auto
156.327,0,auto
156.401,0,auto
156.483,0,auto
156.535,0,auto
156.625,0,auto
156.715,0,auto
156.802,0,auto
156.860,0,auto
156.921,0,auto
157.024,0,auto
157.095,0,auto
157.171,0,auto
157.243,0,auto
157.305,0,auto
157.368,0,auto
157.431,0,auto
157.478,0,auto
157.543,0,auto
157.613,0,auto
157.705,0,auto
157.798,0,auto
157.849,0,auto
157.918,0,auto
157.998,0,auto
158.100,0,auto
158.202,0,auto
158.257,0,auto
158.307,0,auto
158.385,0,auto
158.451,0,auto
158.523,0,auto
158.572,0,auto
158.652,0,auto
158.707,0,auto
158.761,0,auto
158.815,0,auto
158.893,0,auto
158.960,0,auto
159.020,0,auto
159.077,0,auto
159.166,0,auto
159.205,0,auto
159.272,0,auto
159.322,0,auto
159.397,0,auto
159.451,0,auto
159.517,0,auto
159.600,0,auto
159.694,0,auto
159.759,0,auto
159.824,0,auto
159.898,0,auto
160.035,0,auto
160.079,0,auto
160.139,0,auto
160.201,0,auto
160.263,0,auto
160.352,0,auto
160.455,0,auto
160.520,0,auto
160.617,0,auto
160.700,0,auto
160.756,0,auto
160.817,0,auto
160.857,0,auto
160.930,0,auto
160.987,0,auto
161.054,0,auto
161.115,0,auto
161.175,0,auto
161.236,0,auto
161.323,0,auto
161.393,0,auto
161.493,0,auto
161.550,0,auto
161.606,0,auto
161.669,0,auto
161.724,0,auto
161.792,0,auto
161.838,0,auto
161.903,0,auto
162.001,0,auto
162.095,0,auto
162.164,0,auto
162.244,0,auto
162.337,0,auto
162.432,0,auto
162.525,0,auto
162.576,0,auto
162.642,0,auto
162.704,0,auto
162.762,0,auto
162.809,0,auto
162.902,0,auto
163.040,0,auto
163.102,0,auto
163.162,0,auto
163.261,0,auto
163.349,0,auto
163.386,0,auto
163.452,0,auto
163.507,0,auto
163.588,0,auto
163.654,0,auto
163.707,0,auto
163.780,0,auto
163.881,0,auto
163.922,0,auto
164.011,0,auto
164.078,0,auto
164.141,0,auto
164.206,0,auto
164.290,0,auto
164.342,0,auto
164.387,0,auto
164.428,0,auto
164.493,0,auto
164.532,0,auto
164.614,0,auto
164.678,0,auto
164.734,0,auto
164.811,0,auto
164.851,0,auto
164.934,0,auto
164.988,0,auto
165.053,0,auto
165.146,0,auto
165.228,0,auto
165.294,0,auto
165.364,0,auto
165.463,0,auto
165.520,0,auto
165.592,0,auto
165.642,0,auto
165.724,0,auto
165.786,0,auto
165.875,0,auto
165.962,0,auto
166.010,0,auto
166.115,0,auto
166.214,0,auto
166.292,0,auto
166.339,0,auto
166.413,0,auto
166.495,0,auto
166.540,0,auto
166.597,0,auto
166.661,0,auto
166.739,0,auto
166.797,0,auto
166.887,0,auto
166.973,0,auto
167.063,0,auto
167.128,0,auto
167.188,0,auto
167.252,0,auto
167.317,0,auto
167.380,0,auto
167.442,0,auto
167.515,0,auto
167.596,0,auto
167.684,0,auto
167.775,0,auto
167.956,0,auto
168.036,0,auto
168.101,0,auto
168.149,0,auto
168.225,0,auto
168.329,0,auto
168.466,0,auto
168.535,0,auto
168.612,0,auto
168.737,0,auto
168.762,0,auto
168.895,0,auto
168.966,0,auto
169.033,0,auto
169.153,0,auto
169.294,0,auto
169.353,0,auto
169.395,0,auto
169.476,0,auto
169.516,0,auto
169.577,0,auto
169.675,0,auto
169.787,0,auto
169.835,0,auto
169.868,0,auto
169.914,0,auto
170.048,0,auto
170.088,0,auto
170.147,0,auto
170.270,0,auto
170.301,0,auto
170.378,0,auto
170.432,0,auto
170.479,0,auto
170.542,0,auto
170.630,0,auto
171.156,0,auto
171.179,0,auto
171.203,0,auto
171.226,0,auto
171.251,0,auto
171.275,0,auto
171.300,0,auto
171.324,3,auto
171.348,3,auto
171.413,3,auto
171.465,3,auto
171.573,3,auto
171.638,3,auto
172.267,4,auto
172.291,4,auto
172.314,4,auto
172.337,4,auto
172.361,4,auto
172.384,4,auto
172.408,4,auto
172.432,4,auto
172.456,4,auto
172.513,4,auto
172.583,4,auto
172.670,4,auto
172.741,4,auto
173.285,1,auto
173.308,2,auto
173.332,2,auto
173.355,2,auto
173.379,2,auto
173.403,2,auto
173.425,2,auto
173.449,2,auto
173.483,2,auto
173.616,1,auto
174.300,1,auto
174.328,1,auto
174.351,1,auto
174.374,1,auto
174.398,1,auto
174.421,1,auto
174.445,1,auto
174.468,1,auto
174.492,1,auto
174.610,1,auto
174.699,1,auto
175.337,1,auto
175.361,1,auto
175.384,1,auto
175.408,1,auto
175.430,1,auto
175.454,1,auto
175.533,1,auto
175.737,1,auto
176.364,1,auto
176.388,1,auto
176.412,1,auto
176.435,1,auto
176.480,1,auto
176.617,1,auto
176.705,1,auto
176.798,1,auto
176.858,1,auto
177.463,1,auto
177.486,2,auto
177.509,2,auto
177.533,2,auto
177.556,2,auto
177.579,2,auto
177.648,2,auto
177.764,2,auto
177.840,2,auto
177.944,2,auto
178.599,4,auto
178.622,4,auto
178.645,4,auto
178.669,4,auto
178.692,4,auto
178.716,4,auto
178.783,4,auto
178.867,4,auto
178.963,4,auto
179.113,0,auto
179.736,0,auto
179.758,0,auto
179.782,0,auto
179.806,0,auto
179.830,0,auto
179.854,0,auto
179.877,0,auto
179.925,3,auto
180.006,3,auto
180.106,3,auto
180.187,3,auto
180.840,2,auto
180.862,0,auto
180.879,0,auto
180.897,0,auto
180.916,0,auto
180.934,0,auto
180.952,0,auto
180.971,0,auto
181.024,0,auto
181.093,0,auto
181.169,0,auto
181.257,0,auto
181.319,0,auto
181.862,0,auto
181.885,0,auto
181.909,0,auto
181.933,0,auto
181.957,0,auto
181.980,2,auto
182.004,2,auto
182.028,2,auto
182.052,2,auto
182.106,2,auto
182.234,2,auto
182.330,0,auto
182.928,0,auto
182.952,0,auto
182.976,0,auto
183.000,0,auto
183.024,0,auto
183.048,0,auto
183.072,0,auto
183.128,3,auto
183.215,0,auto
183.289,0,auto
183.362,0,auto
183.411,0,auto
183.491,0,auto
183.603,0,auto
183.694,0,auto
184.236,0,auto
184.260,0,auto
184.284,0,auto
184.308,0,auto
184.331,0,auto
184.355,0,auto
184.378,0,auto
184.403,3,auto
184.441,3,auto
184.526,3,auto
184.597,3,auto
184.694,3,auto
185.232,2,auto
185.256,2,auto
185.280,2,auto
185.304,2,auto
185.327,1,auto
185.350,1,auto
185.374,2,auto
185.397,2,auto
185.421,2,auto
185.444,2,auto
185.468,2,auto
185.505,1,auto
185.566,1,auto
185.640,1,auto
185.712,1,auto
186.226,3,auto
186.249,3,auto
186.273,3,auto
186.296,3,auto
186.320,3,auto
186.343,3,auto
186.367,3,auto
186.391,3,auto
186.418,3,auto
186.510,3,auto
186.587,3,auto
186.667,3,auto
187.250,4,auto
187.273,4,auto
187.298,4,auto
187.321,4,auto
187.345,4,auto
187.369,4,auto
187.393,4,auto
187.444,4,auto
187.542,4,auto
187.727,4,auto
188.282,4,auto
188.306,4,auto
188.329,4,auto
188.353,4,auto
188.376,4,auto
188.399,4,auto
188.422,4,auto
188.446,4,auto
188.568,4,auto
188.659,4,auto
188.754,4,auto
189.305,4,auto
189.328,4,auto
189.351,4,auto
189.375,4,auto
189.400,4,auto
189.509,4,auto
189.652,4,auto
189.726,4,auto
190.337,4,auto
190.361,4,auto
190.384,4,auto
190.408,4,auto
190.432,4,auto
190.456,4,auto
190.480,4,auto
190.503,4,auto
190.569,4,auto
190.612,4,auto
190.676,4,auto
190.720,4,auto
190.785,4,auto
190.824,4,auto
191.387,4,auto
191.409,0,auto
191.434,0,auto
191.458,0,auto
191.481,0,auto
191.505,0,auto
191.529,0,auto
191.552,0,auto
191.576,0,auto
191.614,4,auto
191.685,4,auto
191.720,4,auto
191.760,4,auto
191.801,4,auto
191.866,4,auto
192.415,1,auto
192.438,1,auto
192.461,1,auto
192.485,1,auto
192.508,1,auto
192.531,1,auto
192.555,1,auto
192.578,1,auto
192.602,1,auto
192.625,1,auto
192.727,1,auto
192.774,1,auto
192.818,1,auto
193.413,1,auto
193.436,1,auto
193.460,1,auto
193.483,1,auto
193.506,1,auto
193.529,1,auto
193.552,1,auto
193.576,1,auto
193.599,1,auto
193.653,1,auto
193.730,1,auto
193.804,1,auto
193.851,1,auto
194.406,3,auto
194.429,3,auto
194.453,3,auto
194.477,3,auto
194.500,3,auto
194.524,3,auto
194.547,3,auto
194.571,3,auto
194.624,3,auto
194.738,3,auto
194.799,3,auto
194.879,3,auto
195.419,3,auto
195.442,3,auto
195.465,3,auto
195.489,3,auto
195.512,3,auto
195.535,3,auto
195.559,3,auto
195.583,3,auto
195.609,3,auto
195.686,3,auto
195.787,3,auto
195.875,3,auto
196.429,3,auto
196.452,3,auto
196.475,3,auto
196.498,3,auto
196.522,3,auto
196.545,3,auto
196.568,3,auto
196.591,3,auto
196.637,3,auto
196.734,3,auto
196.816,3,auto
197.437,3,auto
197.460,3,auto
197.483,3,auto
197.506,3,auto
197.529,3,auto
197.553,3,auto
197.576,3,auto
197.599,3,auto
197.672,3,auto
197.755,3,auto
197.880,3,auto
198.438,1,auto
198.462,1,auto
198.485,1,auto
198.508,1,auto
198.532,1,auto
198.556,1,auto
198.579,1,auto
198.602,1,auto
198.668,1,auto
198.789,1,auto
199.474,1,auto
199.498,1,auto
199.522,1,auto
199.546,1,auto
199.569,1,auto
199.593,1,auto
199.616,1,auto
199.639,1,auto
199.663,1,auto
199.763,1,auto
199.928,1,auto
200.555,1,auto
200.579,1,auto
200.602,1,auto
200.626,1,auto
200.650,1,auto
200.677,1,auto
200.701,1,auto
200.725,1,auto
200.777,1,auto
200.876,1,auto
200.964,1,auto
201.038,1,auto
201.591,1,auto
201.615,1,auto
201.638,1,auto
201.661,1,auto
201.685,1,auto
201.708,1,auto
201.732,1,auto
201.755,1,auto
201.817,1,auto
201.872,1,auto
201.977,1,auto
202.603,1,auto
202.626,1,auto
202.650,1,auto
202.673,1,auto
202.696,1,auto
202.719,1,auto
202.742,1,auto
202.766,1,auto
202.814,1,auto
202.865,1,auto
202.920,1,auto
203.019,1,auto
203.626,1,auto
203.649,1,auto
203.671,1,auto
203.695,1,auto
203.718,1,auto
203.742,1,auto
203.764,1,auto
203.788,1,auto
203.889,1,auto
203.971,1,auto
204.074,1,auto
204.640,3,auto
204.664,3,auto
204.686,3,auto
204.710,3,auto
204.731,0,auto
204.757,0,auto
204.818,0,auto
204.955,0,auto
205.135,0,auto
205.777,0,auto
205.801,0,auto
205.824,0,auto
205.847,1,auto
205.871,1,auto
205.893,0,auto
205.944,0,auto
206.059,0,auto
206.229,0,auto
206.860,0,auto
206.883,0,auto
206.906,0,auto
206.929,0,auto
206.951,0,auto
206.976,0,auto
207.000,0,auto
207.080,0,auto
207.146,0,auto
207.269,0,auto
207.885,0,auto
207.908,0,auto
207.931,2,auto
207.955,2,auto
207.978,2,auto
208.002,2,auto
208.025,2,auto
208.086,1,auto
208.148,1,auto
208.328,1,auto
208.904,1,auto
208.927,1,auto
208.950,1,auto
208.974,1,auto
208.997,1,auto
209.021,1,auto
209.062,1,auto
209.196,1,auto
209.348,1,auto
209.935,1,auto
209.959,1,auto
209.982,1,auto
210.006,1,auto
210.029,1,auto
210.053,1,auto
210.092,1,auto
210.198,1,auto
210.329,1,auto
210.991,1,auto
211.015,1,auto
211.038,1,auto
211.062,1,auto
211.085,1,auto
211.109,1,auto
211.132,1,auto
211.262,1,auto
211.358,1,auto
211.472,1,auto
212.106,4,auto
212.130,4,auto
212.153,4,auto
212.176,4,auto
212.199,4,auto
212.223,4,auto
212.300,4,auto
212.402,4,auto
212.519,4,auto
213.156,1,auto
213.180,1,auto
213.203,1,auto
213.226,1,auto
213.249,1,auto
213.273,1,auto
213.296,1,auto
213.320,1,auto
213.399,1,auto
213.525,1,auto
213.577,1,auto
214.169,1,auto
214.193,1,auto
214.216,1,auto
214.239,1,auto
214.263,1,auto
214.286,1,auto
214.309,1,auto
214.411,1,auto
214.489,1,auto
214.628,1,auto
215.199,1,auto
215.223,1,auto
215.246,1,auto
215.269,1,auto
215.293,1,auto
215.315,1,auto
215.466,1,auto
215.573,1,auto
215.697,1,auto
216.275,4,auto
216.298,4,auto
216.322,4,auto
216.345,4,auto
216.369,4,auto
216.392,4,auto
216.540,4,auto
216.708,4,auto
217.275,4,auto
217.298,4,auto
217.322,4,auto
217.346,4,auto
217.370,4,auto
217.393,4,auto
217.416,4,auto
217.476,4,auto
217.615,4,auto
217.664,4,auto
218.261,4,auto
218.284,4,auto
218.308,4,auto
218.331,4,auto
218.354,4,auto
218.411,4,auto
218.483,4,auto
218.613,4,auto
218.701,4,auto
219.242,4,auto
219.266,4,auto
219.289,4,auto
219.312,4,auto
219.336,4,auto
219.359,4,auto
219.408,4,auto
220.420,4,auto
220.444,4,auto
220.467,4,auto
220.490,4,auto
220.514,4,auto
220.624,4,auto
220.680,4,auto
220.773,4,auto
221.413,4,auto
221.436,4,auto
221.459,4,auto
221.482,4,auto
221.505,4,auto
221.573,4,auto
221.718,4,auto
221.863,4,auto
222.494,4,auto
222.517,4,auto
222.540,4,auto
222.564,4,auto
222.588,4,auto
222.611,4,auto
222.634,4,auto
222.658,4,auto
222.681,4,auto
222.750,4,auto
222.790,4,auto
222.839,4,auto
222.885,4,auto
222.958,4,auto
223.539,3,auto
223.548,1,manual
227.096,3,auto
227.121,3,auto
227.145,3,auto
227.169,3,auto
227.193,3,auto
227.219,3,auto
227.243,3,auto
227.329,3,auto
227.364,3,auto
227.432,3,auto
227.539,3,auto
227.587,3,auto
228.151,1,auto
228.178,1,auto
228.201,1,auto
228.225,1,auto
228.248,1,auto
228.272,1,auto
228.294,1,auto
228.318,1,auto
228.385,1,auto
228.476,1,auto
228.526,1,auto
229.140,1,auto
229.163,1,auto
229.186,1,auto
229.210,1,auto
229.233,1,auto
229.256,1,auto
229.280,1,auto
229.365,1,auto
229.469,1,auto
229.553,1,auto
230.167,1,auto
230.191,1,auto
230.215,1,auto
230.239,1,auto
230.263,1,auto
230.287,1,auto
230.310,1,auto
230.407,1,auto
230.492,1,auto
231.161,1,auto
231.185,1,auto
231.208,1,auto
231.232,1,auto
231.256,1,auto
231.280,1,auto
231.356,1,auto
231.537,1,auto
231.587,1,auto
232.187,1,auto
232.211,1,auto
232.234,1,auto
232.267,1,auto
232.292,1,auto
232.316,1,auto
232.340,1,auto
232.499,1,auto
232.665,1,auto
233.264,1,auto
233.287,1,auto
233.310,1,auto
233.333,1,auto
233.357,1,auto
233.380,1,auto
233.403,1,auto
233.427,1,auto
233.547,1,auto
233.634,1,auto
233.742,1,auto
234.318,4,auto
234.341,4,auto
234.364,4,auto
234.388,4,auto
234.411,4,auto
234.434,4,auto
234.457,4,auto
234.481,4,auto
234.599,4,auto
234.710,4,auto
235.330,4,auto
235.354,4,auto
235.377,4,auto
235.400,4,auto
235.423,4,auto
235.446,4,auto
235.470,4,auto
235.493,4,auto
235.590,4,auto
235.695,4,auto
235.817,4,auto
236.390,4,auto
236.413,4,auto
236.436,4,auto
236.459,4,auto
236.483,4,auto
236.507,4,auto
236.530,4,auto
236.580,4,auto
236.648,4,auto
236.762,4,auto
236.842,4,auto
237.500,4,auto
237.523,4,auto
237.547,4,auto
237.570,4,auto
237.593,4,auto
237.617,4,auto
237.640,4,auto
237.664,4,auto
237.728,4,auto
237.898,4,auto
238.503,4,auto
238.526,4,auto
238.551,4,auto
238.574,4,auto
238.598,4,auto
238.621,4,auto
238.645,4,auto
238.667,4,auto
238.737,4,auto
238.790,4,auto
238.878,4,auto
238.945,4,auto
239.497,4,auto
239.520,4,auto
239.543,4,auto
239.567,4,auto
239.590,4,auto
239.613,4,auto
239.637,4,auto
239.660,4,auto
239.699,4,auto
239.747,4,auto
239.870,4,auto
239.962,4,auto
240.506,4,auto
240.529,4,auto
240.552,4,auto
240.576,4,auto
240.599,4,auto
240.622,4,auto
240.646,4,auto
240.669,4,auto
240.705,4,auto
240.786,4,auto
240.901,4,auto
241.495,4,auto
241.518,4,auto
241.541,4,auto
241.564,4,auto
241.588,4,auto
241.611,4,auto
241.634,4,auto
241.660,4,auto
241.758,4,auto
241.856,4,auto
241.929,4,auto
242.487,4,auto
242.511,4,auto
242.534,4,auto
242.558,4,auto
242.581,4,auto
242.604,4,auto
242.627,4,auto
242.652,4,auto
242.697,4,auto
242.795,4,auto
242.866,4,auto
242.911,4,auto
242.983,4,auto
243.579,3,auto
243.603,3,auto
243.626,3,auto
243.650,3,auto
243.673,3,auto
243.697,3,auto
243.721,3,auto
243.745,3,auto
243.768,3,auto
243.819,3,auto
244.028,3,auto
244.060,3,auto
244.607,3,auto
244.631,3,auto
244.655,3,auto
244.678,3,auto
244.702,3,auto
244.725,3,auto
244.748,3,auto
244.772,3,auto
244.795,3,auto
244.841,3,auto
244.882,3,auto
244.981,3,auto
245.039,3,auto
245.594,3,auto
245.618,3,auto
245.641,3,auto
245.665,3,auto
245.688,3,auto
245.711,3,auto
245.735,3,auto
245.758,3,auto
245.810,3,auto
245.848,3,auto
245.929,3,auto
246.063,3,auto
246.690,3,auto
246.714,3,auto
246.737,3,auto
246.760,3,auto
246.783,3,auto
246.807,3,auto
246.831,3,auto
246.854,3,auto
246.878,3,auto
246.921,3,auto
247.014,3,auto
247.077,3,auto
247.166,3,auto
247.744,1,auto
247.768,1,auto
247.792,1,auto
247.816,1,auto
247.840,1,auto
247.863,1,auto
247.887,1,auto
247.911,1,auto
247.948,1,auto
248.032,1,auto
248.086,1,auto
248.132,1,auto
248.191,1,auto
248.235,1,auto
248.790,1,auto
248.813,1,auto
248.836,1,auto
248.859,1,auto
248.882,1,auto
248.906,1,auto
248.930,1,auto
248.953,1,auto
248.978,1,auto
249.047,1,auto
249.119,1,auto
249.169,1,auto
249.248,1,auto
249.797,1,auto
249.821,1,auto
249.845,1,auto
249.868,1,auto
249.892,1,auto
249.915,1,auto
249.938,1,auto
249.962,1,auto
250.002,1,auto
250.075,1,auto
250.119,1,auto
250.208,1,auto
250.805,4,auto
250.829,4,auto
250.853,4,auto
250.876,4,auto
250.899,4,auto
250.923,4,auto
250.946,4,auto
250.970,4,auto
251.028,4,auto
251.085,4,auto
251.151,4,auto
251.201,4,auto
251.272,4,auto
251.816,4,auto
251.840,4,auto
251.863,4,auto
251.886,4,auto
251.910,4,auto
251.933,4,auto
251.956,4,auto
251.990,4,auto
252.080,4,auto
252.227,4,auto
252.286,4,auto
252.848,4,auto
252.872,4,auto
252.895,4,auto
252.919,4,auto
252.942,4,auto
252.966,4,auto
252.989,4,auto
253.012,4,auto
253.058,4,auto
253.125,4,auto
253.190,4,auto
253.236,4,auto
253.286,4,auto
253.342,4,auto
253.884,4,auto
253.907,4,auto
253.931,4,auto
253.954,4,auto
253.977,4,auto
254.001,4,auto
254.025,4,auto
254.049,4,auto
254.100,4,auto
254.195,4,auto
254.262,4,auto
254.334,4,auto
254.902,1,auto
254.926,1,auto
254.948,1,auto
254.971,1,auto
254.995,1,auto
255.019,1,auto
255.043,1,auto
255.066,1,auto
255.090,1,auto
255.142,2,auto
255.227,2,auto
255.281,2,auto
255.338,2,auto
256.110,2,auto
256.133,2,auto
256.157,2,auto
256.180,2,auto
256.204,2,auto
256.227,2,auto
256.251,2,auto
256.275,2,auto
256.298,2,auto
256.354,2,auto
256.417,2,auto
256.485,2,auto
256.573,2,auto
257.119,2,auto
257.143,2,auto
257.166,2,auto
257.189,2,auto
257.247,2,auto
257.325,2,auto
257.380,2,auto
257.452,1,auto
257.535,1,auto
257.603,1,auto
258.156,3,auto
258.179,3,auto
258.203,3,auto
258.226,3,auto
258.250,3,auto
258.273,3,auto
258.297,3,auto
258.320,3,auto
258.388,3,auto
258.443,3,auto
258.522,3,auto
258.576,3,auto
258.637,3,auto
259.201,3,auto
259.224,3,auto
259.247,3,auto
259.271,3,auto
259.295,3,auto
259.318,3,auto
259.342,3,auto
259.366,3,auto
259.428,3,auto
259.469,3,auto
259.536,3,auto
259.582,3,auto
259.673,3,auto
260.224,3,auto
260.247,3,auto
260.271,3,auto
260.295,3,auto
260.319,3,auto
260.342,3,auto
260.366,3,auto
260.390,3,auto
260.448,3,auto
260.523,3,auto
260.589,3,auto
260.686,3,auto
261.254,3,auto
261.277,3,auto
261.301,3,auto
261.325,3,auto
261.349,3,auto
261.372,3,auto
261.396,3,auto
261.420,3,auto
261.444,3,auto
261.523,3,auto
261.602,3,auto
261.674,3,auto
262.267,3,auto
262.291,3,auto
262.315,3,auto
262.338,3,auto
262.362,3,auto
262.385,3,auto
262.409,3,auto
262.433,3,auto
262.542,3,auto
262.592,3,auto
262.672,3,auto
262.758,0,auto
263.303,0,auto
263.327,0,auto
263.348,0,auto
263.372,0,auto
263.396,0,auto
263.418,0,auto
263.442,0,auto
263.460,0,auto
263.478,0,auto
263.496,0,auto
263.530,0,auto
263.588,0,auto
263.685,0,auto
263.767,0,auto
263.857,0,auto
263.950,0,auto
264.042,0,auto
264.084,0,auto
264.149,0,auto
264.211,0,auto
264.270,0,auto
264.329,0,auto
264.420,0,auto
264.561,0,auto
264.651,0,auto
264.746,0,auto
264.827,0,auto
264.883,0,auto
264.965,0,auto
265.016,0,auto
265.102,0,auto
265.183,0,auto
265.230,0,auto
265.281,0,auto
265.332,0,auto
265.413,0,auto
265.490,0,auto
265.578,0,auto
265.664,0,auto
265.732,0,auto
265.800,0,auto
265.876,0,auto
265.953,0,auto
266.027,0,auto
266.124,0,auto
266.246,0,auto
266.293,0,auto
266.349,0,auto
266.424,0,auto
266.456,0,auto
266.598,0,auto
266.669,0,auto
266.737,0,auto
266.796,0,auto
266.929,0,auto
267.261,0,auto
267.303,0,auto
267.346,0,auto
267.580,0,auto
267.653,0,auto
267.712,0,auto
267.793,0,auto
267.898,0,auto
267.957,0,auto
268.084,0,auto
268.166,0,auto
268.218,0,auto
268.292,0,auto
268.371,0,auto
268.436,0,auto
268.542,0,auto
268.637,0,auto
268.695,0,auto
268.784,0,auto
268.908,0,auto
269.002,0,auto
269.043,0,auto
269.092,0,auto
269.146,0,auto
269.233,0,auto
269.272,0,auto
269.338,0,auto
269.402,0,auto
269.464,0,auto
269.538,0,auto
269.583,0,auto
269.659,0,auto
269.724,0,auto
269.808,0,auto
269.850,0,auto
269.925,0,auto
270.018,0,auto
270.078,0,auto
270.128,0,auto
270.197,0,auto
270.250,0,auto
270.321,0,auto
270.366,0,auto
270.434,0,auto
270.485,0,auto
270.614,0,auto
270.670,0,auto
270.721,0,auto
270.801,0,auto
270.853,0,auto
270.987,0,auto
271.054,0,auto
271.120,0,auto
271.174,0,auto
271.242,0,auto
271.293,0,auto
271.375,0,auto
271.451,0,auto
271.511,0,auto
271.651,0,auto
271.734,0,auto
271.817,0,auto
271.882,0,auto
271.941,0,auto
272.015,0,auto
272.115,0,auto
272.205,0,auto
272.270,0,auto
272.350,0,auto
272.461,0,auto
272.604,0,auto
272.651,0,auto
272.711,0,auto
272.791,0,auto
272.835,0,auto
272.894,0,auto
272.954,0,auto
273.012,0,auto
273.088,0,auto
273.124,0,auto
273.184,0,auto
273.239,0,auto
273.305,0,auto
273.347,0,auto
273.402,0,auto
273.510,0,auto
273.536,0,auto
273.594,0,auto
273.656,0,auto
273.747,0,auto
273.825,0,auto
273.917,0,auto
274.006,0,auto
274.055,0,auto
274.118,0,auto
274.191,0,auto
274.235,0,auto
274.314,0,auto
274.374,0,auto
274.468,0,auto
274.555,0,auto
274.590,0,auto
274.701,0,auto
274.754,0,auto
274.846,0,auto
274.953,0,auto
275.024,0,auto
